Purple Book Monthly Historical Data Changes Report - June 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,,,,
N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,License Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Approval Date,Inter. Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,Inter. Supplement Number,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date,Patent List Provided
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,001,CBER,,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,002,CBER,,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,003,CBER,,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,004,CBER,,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,001,CBER,,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,002,CBER,,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,003,CBER,,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,004,CBER,,,,,,
,"Allergy Laboratories, Inc.",101387,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,001,CBER,,,,,,
,"Allergy Laboratories, Inc.",101387,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,002,CBER,,,,,,
,"Allergy Laboratories, Inc.",101387,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,14-Jun-30,, ,,0,Original,,0103,003,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),1000IU,For Injection,Intravenous,Bottle,Disc,Licensed,21-Dec-79,, ,,0,Original,,1898,001,CBER,,,,,16-Dec-20,
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),500IU,For Injection,Intravenous,Bottle,Disc,Licensed,21-Dec-79,, ,,0,Original,,1898,002,CBER,,,,,16-Dec-20,
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),1000U,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Jul-00,, ,,1029,Supplement,,1898,003,CBER,,,,,16-Dec-20,
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),500U,For Injection,Intravenous,Bottle,Rx,Licensed,31-Jul-00,, ,,1029,Supplement,,1898,004,CBER,,,,,16-Dec-20,
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),2500U,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Aug-05,, ,,5126,Supplement,,1898,005,CBER,,,,,16-Dec-20,
,"Takeda Pharmaceuticals U.S.A., Inc.",101448,Hemofil M,Antihemophilic Factor (Human),351(a),250IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Mar-01,, ,,1062,Supplement,,1898,001,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101448,Hemofil M,Antihemophilic Factor (Human),351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Mar-01,, ,,1062,Supplement,,1898,002,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101448,Hemofil M,Antihemophilic Factor (Human),351(a),1700IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Mar-01,, ,,1062,Supplement,,1898,003,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101448,Hemofil M,Antihemophilic Factor (Human),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Mar-01,, ,,1062,Supplement,,1898,004,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),20G/100ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54,, ,,0,Original,,1898,001,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),25G/100ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54,, ,,0,Original,,1898,002,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),12.5G/50ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54,, ,,0,Original,,1898,003,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),10G/50ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54,, ,,0,Original,,1898,004,CBER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),12.5G/250ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54,, ,,0,Original,,1898,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101834,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,007,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101835,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,007,CBER,,,,,,
,"Greer Laboratories, Inc.",101836,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101836,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101836,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101836,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101836,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101836,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101837,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101837,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101837,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101838,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101838,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101838,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101838,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101838,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101838,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101839,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101839,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101839,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101839,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101839,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101839,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101840,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101840,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101840,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101840,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101840,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101840,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101841,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101841,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101841,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101841,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101841,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101841,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101842,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101842,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101842,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101842,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101842,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101842,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101843,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101843,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101843,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101843,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101843,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101843,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,006,CBER,,,,,,
,"Greer Laboratories, Inc.",101844,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101844,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101844,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101845,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,001,CBER,,,,,,
,"Greer Laboratories, Inc.",101845,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,002,CBER,,,,,,
,"Greer Laboratories, Inc.",101845,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,003,CBER,,,,,,
,"Greer Laboratories, Inc.",101845,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,004,CBER,,,,,,
,"Greer Laboratories, Inc.",101845,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,005,CBER,,,,,,
,"Greer Laboratories, Inc.",101845,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58,, ,,0,Original,,0308,006,CBER,,,,,,
,Central Laboratory of the Netherlands Red Cross Blood Transfusion Service,101993,N/A,Albumin (Human),351(a),25%,Injection,Intravenous,Multi-Dose Vial,Rx,Licensed,7-Sep-79,, ,,0,Original,,0379,001,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,001,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,002,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,003,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,004,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,005,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,006,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,007,CBER,,,,,,
,"Allermed Laboratories, Inc.",102212,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,008,CBER,,,,,,
,"Allermed Laboratories, Inc.",102213,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,001,CBER,,,,,,
,"Allermed Laboratories, Inc.",102213,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74,, ,,0,Original,,0467,002,CBER,,,,,,
